education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Diploma,JavaScript,Cybersecurity,Cloud Computing,CSS,6,7,5,no,IOT,system developer,Testing and Maintainance Services,Technical,Technical Support
Master,Java,HTML,C++,CSS,2,4,6,yes,programming,developer,SAaS services,Management,Technical Support
Diploma,Cloud Computing,JavaScript,Node.js,CSS,5,2,7,yes,parallel computing,testing,Finance,Technical,Technical Support
Bachelor,HTML,Java,React,SQL,7,2,8,no,hacking,cloud computing,Web Services,Technical,Technical Support
Bachelor,Python,Machine Learning,Cybersecurity,HTML,0,8,9,no,parallel computing,developer,SAaS services,Management,Technical Support
Bachelor,C++,JavaScript,Data Analysis,Cybersecurity,10,5,7,no,networks,cloud computing,Product based,Management,Technical Support
Master,React,Machine Learning,Cloud Computing,Cybersecurity,10+,5,5,no,Computer Architecture,testing,Cloud Services,Management,Technical Support
Diploma,Cloud Computing,JavaScript,Data Analysis,Machine Learning,10+,6,8,yes,Software Engineering,cloud computing,Service Based,Management,Technical Support
Diploma,Machine Learning,Java,Cloud Computing,SQL,10,9,6,yes,data engineering,developer,Cloud Services,Management,Technical Support
Master,Python,JavaScript,Java,C++,8,1,5,yes,programming,Business process analyst,BPA,Technical,Technical Support
Bachelor,CSS,JavaScript,Java,HTML,9,2,8,no,programming,security,SAaS services,Management,Technical Support
Bachelor,Machine Learning,Cybersecurity,Cloud Computing,SQL,2,9,6,no,Software Engineering,developer,BPA,Technical,Technical Support
PhD,Python,CSS,Data Analysis,React,8,1,7,yes,Management,Business process analyst,Product based,Management,Technical Support
PhD,Networks,Machine Learning,Cloud Computing,CSS,2,4,4,no,Management,Business process analyst,Service Based,Technical,Technical Support
Master,SQL,Data Analysis,Cybersecurity,CSS,0,6,3,no,data engineering,Business process analyst,Testing and Maintainance Services,Technical,Technical Support
Master,HTML,JavaScript,Cloud Computing,SQL,4,2,9,no,cloud computing,security,Sales and Marketing,Technical,Technical Support
PhD,React,HTML,Data Analysis,Python,3,6,4,yes,Software Engineering,system developer,Web Services,Management,Technical Support
PhD,CSS,Node.js,Data Analysis,React,7,9,9,no,Software Engineering,system developer,Testing and Maintainance Services,Management,Technical Support
Diploma,HTML,Data Analysis,JavaScript,Cybersecurity,3,6,1,yes,IOT,Business process analyst,Finance,Technical,Technical Support
Bachelor,SQL,CSS,Cloud Computing,Machine Learning,10,2,8,yes,cloud computing,Business process analyst,Finance,Technical,Technical Support
Diploma,Cloud Computing,SQL,Networks,C++,6,3,6,yes,networks,system developer,Testing and Maintainance Services,Management,Technical Support
PhD,SQL,Cloud Computing,C++,Machine Learning,10,1,8,yes,Software Engineering,Business process analyst,SAaS services,Technical,Technical Support
Bachelor,C++,CSS,Java,HTML,0,7,1,no,programming,cloud computing,Testing and Maintainance Services,Technical,Technical Support
Diploma,CSS,Cloud Computing,HTML,Node.js,10+,4,5,no,hacking,system developer,Web Services,Technical,Technical Support
PhD,React,Data Analysis,C++,SQL,8,5,2,no,IOT,security,Sales and Marketing,Management,Technical Support
Master,C++,Cybersecurity,HTML,JavaScript,1,2,7,no,Management,developer,BPA,Management,Technical Support
PhD,CSS,Data Analysis,SQL,Node.js,10,4,8,yes,cloud computing,system developer,Sales and Marketing,Management,Technical Support
Bachelor,Cloud Computing,Node.js,JavaScript,SQL,0,9,9,yes,Management,Business process analyst,Sales and Marketing,Management,Technical Support
PhD,CSS,Cybersecurity,Machine Learning,Cloud Computing,6,8,7,yes,Management,cloud computing,SAaS services,Management,Technical Support
Bachelor,SQL,Node.js,Python,HTML,10,3,1,no,parallel computing,security,Testing and Maintainance Services,Technical,Technical Support
Diploma,React,Cybersecurity,Cloud Computing,Networks,4,9,7,no,parallel computing,security,Sales and Marketing,Technical,Technical Support
Bachelor,Data Analysis,Networks,Cybersecurity,C++,5,9,4,yes,networks,developer,Service Based,Management,Technical Support
Master,Networks,CSS,SQL,Data Analysis,3,3,1,no,Management,Business process analyst,Service Based,Management,Technical Support
Master,C++,HTML,JavaScript,Java,10+,3,7,no,data engineering,security,Web Services,Management,Technical Support
Bachelor,C++,Machine Learning,CSS,Cybersecurity,2,3,1,no,cloud computing,system developer,product development,Management,Technical Support
Bachelor,HTML,CSS,JavaScript,Java,2,9,8,yes,programming,testing,Product based,Management,Technical Support
PhD,HTML,Cybersecurity,Python,React,3,9,7,no,IOT,system developer,Testing and Maintainance Services,Management,Technical Support
Bachelor,Data Analysis,CSS,Cybersecurity,Networks,5,1,4,no,hacking,developer,BPA,Technical,Technical Support
Master,Cybersecurity,Java,HTML,SQL,0,8,8,yes,hacking,security,Product based,Technical,Technical Support
Bachelor,Networks,Data Analysis,HTML,SQL,5,1,4,yes,networks,testing,Finance,Management,Technical Support
Bachelor,CSS,HTML,Cybersecurity,SQL,1,6,6,yes,IOT,testing,SAaS services,Technical,Technical Support
Master,SQL,Cybersecurity,Machine Learning,Cloud Computing,5,7,2,no,Management,system developer,Cloud Services,Technical,Technical Support
PhD,React,Cloud Computing,Java,Python,8,6,4,yes,Management,system developer,Testing and Maintainance Services,Technical,Technical Support
Master,Networks,Java,Machine Learning,JavaScript,4,8,4,no,data engineering,developer,Testing and Maintainance Services,Management,Technical Support
PhD,Cybersecurity,Java,Data Analysis,Python,8,8,4,no,hacking,cloud computing,SAaS services,Technical,Technical Support
Master,React,Networks,HTML,Machine Learning,8,9,6,no,networks,Business process analyst,Testing and Maintainance Services,Management,Technical Support
PhD,Data Analysis,Networks,Java,Machine Learning,3,2,3,no,hacking,Business process analyst,Web Services,Management,Technical Support
Bachelor,C++,Python,JavaScript,HTML,3,5,4,no,Management,cloud computing,Testing and Maintainance Services,Technical,Technical Support
Master,JavaScript,Cybersecurity,CSS,Node.js,2,7,8,no,networks,Business process analyst,BPA,Technical,Technical Support
Master,JavaScript,Cloud Computing,SQL,React,1,6,8,yes,Software Engineering,security,Finance,Management,Technical Support
Bachelor,SQL,Java,JavaScript,Machine Learning,1,1,9,no,Software Engineering,system developer,Product based,Management,Technical Support
Master,Cybersecurity,Data Analysis,Python,Networks,7,7,9,no,Software Engineering,security,SAaS services,Management,Technical Support
Bachelor,Machine Learning,Node.js,React,HTML,8,9,9,no,networks,cloud computing,Product based,Technical,Technical Support
PhD,Machine Learning,Java,React,CSS,3,5,7,no,data engineering,system developer,Testing and Maintainance Services,Technical,Technical Support
PhD,C++,Networks,CSS,SQL,10+,7,2,yes,networks,cloud computing,Product based,Management,Technical Support
Master,HTML,Python,JavaScript,C++,4,3,3,no,programming,cloud computing,Testing and Maintainance Services,Technical,Technical Support
PhD,Cloud Computing,Data Analysis,JavaScript,Node.js,10,5,2,yes,hacking,security,BPA,Management,Technical Support
Bachelor,Networks,React,JavaScript,CSS,10,1,1,yes,parallel computing,Business process analyst,SAaS services,Technical,Technical Support
Diploma,Machine Learning,CSS,Python,Node.js,4,2,8,yes,Computer Architecture,system developer,Cloud Services,Management,Technical Support
Master,CSS,Cybersecurity,Cloud Computing,C++,10,6,1,yes,networks,cloud computing,Product based,Management,Technical Support
Bachelor,React,C++,Python,Networks,6,6,2,yes,parallel computing,Business process analyst,Finance,Management,Technical Support
Master,Node.js,Networks,Data Analysis,React,8,2,5,no,Management,testing,Product based,Management,Technical Support
PhD,Node.js,SQL,Data Analysis,C++,9,8,3,no,Software Engineering,security,Web Services,Management,Technical Support
Diploma,SQL,Node.js,JavaScript,Data Analysis,7,9,9,no,cloud computing,developer,Sales and Marketing,Management,Technical Support
Bachelor,Python,SQL,Networks,JavaScript,1,4,6,no,Computer Architecture,cloud computing,Testing and Maintainance Services,Management,Technical Support
PhD,Python,Data Analysis,HTML,Cloud Computing,6,9,6,yes,parallel computing,testing,Cloud Services,Management,Technical Support
Diploma,Machine Learning,React,Node.js,Cybersecurity,2,2,5,yes,IOT,testing,Web Services,Management,Technical Support
Diploma,Java,Cloud Computing,Data Analysis,Node.js,8,5,9,yes,Software Engineering,testing,Cloud Services,Management,Technical Support
PhD,Cybersecurity,Data Analysis,HTML,Machine Learning,3,8,9,yes,cloud computing,system developer,Web Services,Technical,Technical Support
Diploma,Java,Cloud Computing,JavaScript,C++,4,9,7,yes,IOT,cloud computing,Service Based,Management,Technical Support
Master,Python,HTML,Java,CSS,7,6,9,yes,programming,developer,Service Based,Technical,Technical Support
Master,React,Java,JavaScript,Python,5,9,7,no,IOT,system developer,Testing and Maintainance Services,Technical,Technical Support
Bachelor,Networks,Java,JavaScript,Cloud Computing,10+,4,8,yes,IOT,developer,Sales and Marketing,Management,Technical Support
Diploma,Machine Learning,HTML,Data Analysis,Java,10+,3,5,yes,networks,cloud computing,Cloud Services,Management,Technical Support
Bachelor,Cybersecurity,Node.js,SQL,Cloud Computing,10,5,4,no,cloud computing,security,BPA,Technical,Technical Support
PhD,Python,React,Data Analysis,Networks,6,4,1,no,parallel computing,security,Product based,Management,Technical Support
PhD,Cybersecurity,Cloud Computing,React,Data Analysis,1,1,9,yes,hacking,cloud computing,Finance,Management,Technical Support
Master,Python,Node.js,Cloud Computing,React,0,1,9,no,hacking,Business process analyst,BPA,Technical,Technical Support
PhD,Networks,Python,Data Analysis,CSS,6,8,9,yes,Computer Architecture,Business process analyst,product development,Management,Technical Support
PhD,Networks,Data Analysis,Cloud Computing,Java,10+,8,8,no,hacking,security,Sales and Marketing,Technical,Technical Support
Diploma,CSS,Machine Learning,Node.js,Cybersecurity,3,7,2,no,Software Engineering,developer,Service Based,Technical,Technical Support
Bachelor,Cybersecurity,SQL,React,Python,7,3,9,no,parallel computing,developer,Finance,Management,Technical Support
Master,SQL,CSS,JavaScript,C++,10+,5,6,yes,networks,Business process analyst,Sales and Marketing,Technical,Technical Support
Master,Networks,SQL,Data Analysis,Node.js,9,2,8,yes,Management,testing,Sales and Marketing,Technical,Technical Support
Master,C++,HTML,Python,Cloud Computing,0,7,9,no,Software Engineering,cloud computing,Cloud Services,Management,Technical Support
Bachelor,SQL,HTML,Java,Node.js,1,5,4,no,Computer Architecture,cloud computing,Finance,Management,Technical Support
PhD,Cloud Computing,Cybersecurity,Java,Networks,9,6,2,no,parallel computing,testing,Sales and Marketing,Management,Technical Support
PhD,C++,Networks,Cloud Computing,JavaScript,8,5,8,no,Management,system developer,Web Services,Management,Technical Support
Diploma,SQL,Python,Node.js,Data Analysis,1,1,4,yes,hacking,cloud computing,Finance,Management,Technical Support
Master,Cybersecurity,Python,JavaScript,CSS,1,9,5,no,IOT,system developer,SAaS services,Technical,Technical Support
Diploma,Networks,Cloud Computing,React,CSS,6,3,6,no,Software Engineering,developer,Product based,Management,Technical Support
PhD,React,HTML,Python,Data Analysis,4,9,2,no,IOT,testing,Testing and Maintainance Services,Technical,Technical Support
Master,SQL,C++,JavaScript,Java,6,6,9,yes,Computer Architecture,system developer,Finance,Management,Technical Support
Master,HTML,Python,Java,JavaScript,2,1,1,yes,programming,Business process analyst,Sales and Marketing,Management,Technical Support
Bachelor,Machine Learning,JavaScript,React,Cybersecurity,3,1,9,yes,parallel computing,system developer,Cloud Services,Management,Technical Support
PhD,Java,Cloud Computing,HTML,JavaScript,10,5,6,no,parallel computing,security,Finance,Management,Technical Support
Bachelor,Python,Networks,HTML,JavaScript,2,5,6,yes,Management,cloud computing,Testing and Maintainance Services,Management,Technical Support
Diploma,C++,Machine Learning,CSS,Cybersecurity,2,8,8,no,parallel computing,developer,Cloud Services,Management,Technical Support
Diploma,C++,CSS,React,Java,8,6,5,no,data engineering,cloud computing,BPA,Technical,Technical Support
PhD,Networks,Java,HTML,JavaScript,4,4,5,no,Management,system developer,Testing and Maintainance Services,Technical,Technical Support
Diploma,Cybersecurity,CSS,Python,Java,8,4,6,no,IOT,cloud computing,Cloud Services,Management,Technical Support
PhD,JavaScript,Networks,Java,Python,8,9,3,no,cloud computing,cloud computing,Cloud Services,Management,Technical Support
Master,C++,CSS,Node.js,Networks,3,4,6,no,cloud computing,developer,Sales and Marketing,Technical,Technical Support
Bachelor,Cybersecurity,HTML,React,C++,5,9,6,no,Computer Architecture,testing,Cloud Services,Management,Technical Support
PhD,HTML,Data Analysis,C++,Python,9,6,8,no,cloud computing,developer,product development,Management,Technical Support
PhD,Machine Learning,React,Cybersecurity,Node.js,0,9,7,yes,Computer Architecture,cloud computing,Product based,Management,Technical Support
PhD,Data Analysis,Node.js,Networks,CSS,5,7,6,yes,Software Engineering,security,Service Based,Management,Technical Support
Bachelor,Node.js,CSS,Data Analysis,Python,7,2,6,no,Software Engineering,security,Service Based,Management,Technical Support
Master,HTML,Node.js,Networks,CSS,1,3,5,no,data engineering,developer,BPA,Management,Technical Support
Master,JavaScript,Java,HTML,Node.js,8,2,4,yes,networks,testing,Finance,Technical,Technical Support
PhD,C++,Data Analysis,SQL,Python,3,4,5,yes,hacking,security,product development,Technical,Technical Support
Master,Data Analysis,Java,HTML,React,8,6,5,no,Management,Business process analyst,Cloud Services,Management,Technical Support
Master,HTML,Java,Cloud Computing,SQL,9,3,5,yes,data engineering,developer,SAaS services,Management,Technical Support
PhD,JavaScript,SQL,React,Machine Learning,10+,2,4,yes,Computer Architecture,cloud computing,Web Services,Technical,Technical Support
Master,Data Analysis,Node.js,Cloud Computing,Networks,10,6,8,yes,cloud computing,cloud computing,Sales and Marketing,Technical,Technical Support
Diploma,Node.js,React,Data Analysis,Python,0,8,8,no,networks,developer,Finance,Management,Technical Support
Master,Python,SQL,Cloud Computing,React,4,7,9,yes,IOT,cloud computing,Sales and Marketing,Technical,Technical Support
PhD,Data Analysis,C++,Machine Learning,React,5,5,9,yes,hacking,system developer,product development,Technical,Technical Support
